IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.64.78.215,4,4,0.00,43.80,31.53
172.64.234.105,4,4,0.00,42.15,31.18
162.159.82.3,4,4,0.00,46.10,30.76
162.159.160.90,4,4,0.00,80.41,26.90
172.64.233.57,4,4,0.00,74.74,25.42
172.64.236.143,4,4,0.00,88.46,25.00
162.159.81.26,4,4,0.00,89.43,24.16
172.64.20.13,4,4,0.00,95.49,24.00
172.64.27.116,4,4,0.00,95.50,22.85
172.64.16.5,4,4,0.00,95.50,22.15
