IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.65.1.74,4,4,0.00,0.70,0.00
172.65.4.40,4,4,0.00,0.73,0.00
172.65.7.213,4,4,0.00,0.74,0.00
172.65.236.156,4,4,0.00,0.76,0.00
172.65.242.177,4,4,0.00,0.76,0.00
172.65.9.201,4,4,0.00,0.77,0.00
172.65.69.134,4,4,0.00,0.77,0.00
172.65.43.229,4,4,0.00,0.78,0.00
172.65.6.201,4,4,0.00,0.78,0.00
172.65.175.99,4,4,0.00,0.78,0.00
